danceability,energy,valence,acousticness,speechiness,loudness,track_genre
Medium,High,Low,Low,Low,Loud,Other
High,Medium,High,Low,Low,Loud,Other
High,Medium,High,Low,Low,Loud,Other
High,High,High,Low,Low,Loud,Other
Low,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
High,Medium,High,Low,Low,Quiet,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Medium,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Low,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,Medium,Medium,Low,Low,Medium,Other
Medium,High,Low,Low,High,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Low,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,High,Low,Low,Medium,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Low,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Medium,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Low,Medium,Low,Loud,Other
High,High,Medium,Low,Low,Loud,Other
High,High,High,Low,Low,Loud,Other
High,Medium,Medium,Low,Low,Loud,Other
High,Medium,Medium,Low,Low,Medium,Other
High,High,High,Low,Low,Loud,Other
Medium,High,Medium,Low,Medium,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
High,Medium,Medium,Low,Medium,Loud,Other
Low,High,Medium,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Low,High,Low,Low,Low,Medium,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Low,High,High,Low,Low,Loud,Other
Low,High,Medium,Low,Low,Medium,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,Medium,High,Low,Low,Medium,Other
Low,High,High,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Low,High,High,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Low,High,Low,Low,Low,Medium,Other
Medium,High,High,Low,Low,Loud,Other
High,High,High,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Low,High,Low,Low,Low,Medium,Other
Medium,High,Medium,Low,Low,Loud,Other
High,High,High,Low,Low,Loud,Other
High,High,Low,Medium,Medium,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
High,High,Medium,Medium,Medium,Loud,Other
Medium,High,Medium,Low,Medium,Loud,Other
Medium,Medium,High,Low,Medium,Loud,Other
High,High,Medium,Low,Low,Loud,Other
High,Medium,High,Low,Low,Medium,Other
Medium,High,High,Low,Low,Loud,Other
High,High,High,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,Low,Low,Low,Low,Medium,Other
Medium,High,Medium,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Low,High,Medium,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
High,Medium,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Medium,Other
Low,High,High,Low,Low,Medium,Other
Low,High,Medium,Low,Low,Medium,Other
Medium,High,Medium,Low,Low,Loud,Other
High,Medium,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,Medium,High,Low,Low,Loud,Other
High,High,High,Low,Low,Loud,Other
Low,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Medium,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,Medium,Medium,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
High,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
High,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Low,Medium,Medium,Low,Low,Loud,Other
High,Medium,Medium,Low,Medium,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
High,High,High,Low,Medium,Loud,Other
High,Medium,High,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Low,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,High,Low,Low,Medium,Other
High,High,High,Low,Low,Medium,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
High,Medium,High,Low,Low,Medium,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Low,High,Medium,Low,Low,Loud,Other
High,High,High,Low,Low,Loud,Other
High,High,Medium,Low,Low,Loud,Other
High,High,Medium,Low,Low,Loud,Other
High,High,High,Low,Low,Loud,Other
Low,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,Medium,Medium,Low,Low,Medium,Other
Medium,High,Medium,Low,Low,Loud,Other
High,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Low,High,Medium,Low,Low,Medium,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Low,High,Medium,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Low,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Low,Medium,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Medium,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
High,High,High,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
High,High,High,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
High,High,High,Low,Medium,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
High,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,Medium,Medium,Low,Medium,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Low,High,High,Low,Low,Medium,Other
Low,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Medium,Other
Medium,High,Medium,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Low,High,Medium,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,High,Low,Medium,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Medium,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
High,High,High,Medium,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
High,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
High,High,High,Medium,Medium,Loud,Other
High,High,Medium,Low,Low,Loud,Other
High,Medium,Low,Low,Low,Loud,Other
High,Medium,High,Medium,Medium,Loud,Other
High,Medium,Medium,Low,Low,Medium,Other
Low,High,Medium,Low,Low,Loud,Other
High,High,High,Low,Low,Loud,Other
Low,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Medium,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Low,Medium,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Medium,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Low,High,Medium,Low,Low,Loud,Other
Low,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Low,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Medium,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Medium,Other
High,High,Medium,Low,Low,Loud,Other
High,High,Medium,Low,Low,Loud,Other
High,Medium,Medium,Low,Low,Loud,Other
High,High,High,Low,Medium,Medium,Other
Medium,High,Medium,Low,Low,Loud,Other
High,Medium,High,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
High,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Low,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
High,High,Medium,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Low,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Low,High,Medium,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Low,High,Medium,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Low,High,Medium,Low,Low,Loud,Other
Low,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Medium,Other
Medium,High,Medium,Low,Low,Loud,Other
High,Medium,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
High,High,Medium,Low,Medium,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
High,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
High,High,High,Low,Low,Medium,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
High,High,High,Low,Medium,Medium,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Low,High,Medium,Low,Low,Loud,Other
Medium,Medium,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
High,High,Low,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Low,High,Medium,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Low,High,High,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Low,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
High,High,High,Low,Low,Loud,Other
High,Medium,Medium,Low,Low,Medium,Other
High,High,High,Low,Low,Loud,Other
Low,High,High,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Medium,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,Medium,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Medium,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Low,High,Low,Low,Medium,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Low,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Medium,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Medium,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
High,Medium,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Medium,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Medium,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
High,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Low,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
High,High,High,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
High,High,Medium,Low,Low,Loud,Other
Medium,Medium,Low,Low,Low,Medium,Other
High,High,Medium,Low,Low,Loud,Other
High,High,Medium,Medium,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
High,High,Low,Low,Low,Loud,Other
High,High,High,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
High,High,High,Low,Low,Loud,Other
High,High,High,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
High,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
High,High,Low,Low,Low,Loud,Other
High,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
High,Medium,High,Medium,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,Medium,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
High,High,Low,Medium,Low,Loud,Other
High,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
High,High,High,Low,Low,Loud,Other
Low,High,High,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
High,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
High,High,High,Low,Low,Loud,Other
Medium,High,Medium,Low,Medium,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Medium,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,Medium,Medium,Low,Low,Loud,Other
High,High,Medium,Low,Low,Loud,Other
High,Medium,Low,Low,Low,Loud,Other
High,High,High,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Medium,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Medium,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
High,High,Medium,Low,Low,Loud,Other
High,High,Medium,Medium,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
High,High,High,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
High,High,High,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
High,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Medium,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Low,Medium,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,High,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Medium,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
High,High,High,Low,Low,Loud,Other
High,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
High,High,Medium,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Medium,Other
High,High,High,Low,Low,Loud,Other
High,High,High,Low,Low,Loud,Other
High,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Medium,Loud,Other
High,High,High,Low,Low,Loud,Other
High,High,High,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
High,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,Medium,Medium,Low,Medium,Loud,Other
Medium,High,Low,Medium,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Medium,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Low,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
High,High,Low,Low,Low,Loud,Other
Medium,High,Low,Low,Low,Loud,Other
Medium,High,Medium,Low,Low,Loud,Other
